full_trajectory_uncertainty,id_0,id_1,id_2,id_3,x0,y0,x1,y1,x2,y2,x3,y3,p0_1,p1_2,p2_3,p0-2,p0-3,p1-3,nr_cells0,nr_cells1,nr_cells2,nr_cells3
0.842,491,491,491,491,343.594,422.505,342.923,421.336,342.337,420.951,342.339,420.952,0.739,0.909,0.878,0.824,0.842,0.894,1,1,1,1
0.841,2398,2398,2398,2398,374.358,39.529,374.358,39.529,375.076,40.416,373.203,39.612,0.876,0.767,0.878,0.822,0.841,0.823,0,0,0,0
0.841,3930,3930,3930,3930,385.238,442.631,384.354,441.766,384.354,441.766,384.354,441.766,0.79,0.838,0.895,0.814,0.841,0.866,0,0,0,0
0.841,2202,2202,2202,2202,80.896,246.825,71.318,242.348,71.075,247.68,67.358,251.02,0.802,0.894,0.828,0.848,0.841,0.861,0,0,0,0
0.841,3269,3269,3269,3269,330.479,388.407,335.956,381.037,333.967,379.437,333.633,379.878,0.885,0.773,0.866,0.829,0.841,0.819,0,0,0,0
0.84,4048,4048,4048,4048,84.986,114.622,89.088,117.999,83.349,116.686,83.195,122.253,0.968,0.763,0.789,0.866,0.84,0.776,0,0,0,0
0.84,1016,1016,1016,1016,369.182,413.138,368.027,411.975,367.372,411.655,367.391,411.698,0.798,0.845,0.876,0.821,0.84,0.861,0,0,0,0
0.84,4342,4342,4342,4342,183.529,21.794,183.529,21.794,183.243,21.317,183.232,13.757,0.872,0.781,0.868,0.826,0.84,0.824,0,0,0,0
0.84,3605,3605,3605,3605,93.642,17.724,98.409,21.049,89.18,21.772,81.48,25.434,0.879,0.785,0.857,0.832,0.84,0.821,0,0,0,0
0.84,2327,2327,2327,2327,303.318,447.627,303.64,446.007,303.633,445.377,303.822,445.407,0.771,0.894,0.856,0.833,0.84,0.875,1,1,1,1
0.839,2807,2807,2807,2807,488.053,133.073,488.053,133.073,487.546,133.121,487.546,133.121,0.937,0.836,0.744,0.887,0.839,0.79,0,0,0,0
0.839,62,62,62,62,19.161,230.682,24.82,227.099,26.147,227.851,26.887,232.412,0.855,0.929,0.734,0.892,0.839,0.831,0,0,0,0
0.839,3559,3559,3559,3559,59.521,314.187,61.31,317.272,66.202,322.784,60.167,328.593,0.911,0.841,0.764,0.876,0.839,0.803,1,1,1,1
0.839,2402,2402,2402,2402,124.197,100.603,121.169,94.178,116.58,90.587,108.621,94.582,0.868,0.89,0.758,0.879,0.839,0.824,0,0,0,0
0.839,2397,2397,2397,2397,304.217,291.681,300.517,291.889,284.895,290.399,285.671,287.418,0.898,0.777,0.841,0.838,0.839,0.809,1,1,1,1
0.839,650,650,650,650,313.24,312.308,316.286,316.55,316.108,313.896,313.819,311.108,0.861,0.812,0.845,0.836,0.839,0.829,0,0,0,0
0.839,4300,4300,4300,4300,439.993,146.317,440.387,147.593,443.533,152.269,453.361,153.109,0.848,0.911,0.759,0.88,0.839,0.835,2,2,2,2
0.838,3466,3466,3466,3466,361.886,381.277,360.412,380.641,359.248,376.472,357.537,374.45,0.888,0.736,0.89,0.812,0.838,0.813,0,0,0,0
0.838,2481,2481,2481,2481,460.246,385.541,460.246,385.541,460.246,385.541,460.246,385.541,0.825,0.861,0.829,0.843,0.838,0.845,0,0,0,0
0.838,1623,1623,1623,1623,371.107,31.53,371.111,31.496,370.928,32.945,370.657,33.374,0.778,0.865,0.87,0.822,0.838,0.868,0,0,0,0
0.838,2265,2265,2265,2265,356.585,117.393,362.339,113.531,369.334,109.99,374.236,111.361,0.81,0.823,0.879,0.817,0.838,0.851,0,0,0,0
0.838,5621,5621,5621,5621,320.963,480.862,320.941,479.884,320.941,479.884,320.941,479.884,0.869,0.819,0.826,0.844,0.838,0.823,0,0,0,0
0.838,2923,2923,2923,2923,338.044,371.266,340.267,374.827,342.095,372.365,342.29,373.584,0.811,0.856,0.847,0.833,0.838,0.851,0,0,0,0
0.837,3586,3586,3586,3586,209.165,393.892,209.495,392.958,211.205,388.729,200.597,375.682,0.938,0.866,0.708,0.902,0.837,0.787,0,0,0,0
0.837,2710,2710,2710,2710,98.126,40.535,98.631,32.271,92.13,26.815,87.234,25.079,0.687,0.911,0.914,0.799,0.837,0.912,4,4,4,4
0.837,2837,2837,2837,2837,39.707,424.015,34.551,425.787,34.54,425.781,34.54,425.781,0.847,0.807,0.856,0.827,0.837,0.832,1,1,1,1
0.837,3040,3040,3040,3040,396.312,404.745,394.728,404.01,394.394,403.819,395.385,405.614,0.835,0.862,0.812,0.849,0.837,0.837,1,1,1,1
0.836,2856,2856,2856,2856,195.916,333.776,193.882,332.577,198.557,331.519,198.585,324.59,0.822,0.843,0.845,0.832,0.836,0.844,0,0,0,0
0.836,1407,1407,1407,1407,93.741,375.603,94.21,375.47,97.04,382.533,100.475,382.458,0.879,0.74,0.889,0.809,0.836,0.815,0,0,0,0
0.836,5450,5450,5450,5450,209.012,415.142,210.085,413.88,205.014,400.394,201.0,395.568,0.987,0.807,0.714,0.897,0.836,0.761,0,0,0,0
0.836,4629,4629,4629,4629,390.897,146.06,394.683,140.694,413.748,139.637,421.151,135.368,0.812,0.795,0.901,0.803,0.836,0.848,0,0,0,0
0.835,1202,1202,1202,1202,300.898,459.231,301.189,457.455,300.992,458.196,300.669,458.972,0.894,0.813,0.797,0.854,0.835,0.805,0,0,0,0
0.835,3664,3664,3664,3664,486.634,463.085,486.634,463.085,486.634,463.085,486.634,463.085,0.817,0.893,0.795,0.855,0.835,0.844,0,0,0,0
0.835,2085,2085,2085,2085,97.465,25.114,92.302,18.422,91.057,16.263,82.701,19.651,0.732,0.989,0.784,0.86,0.835,0.886,1,1,1,1
0.835,3699,3699,3699,3699,218.783,386.333,215.494,381.951,213.007,380.499,189.467,379.004,0.916,0.826,0.764,0.871,0.835,0.795,0,0,0,0
0.835,3879,3879,3879,3879,281.458,204.461,284.054,211.346,293.268,211.14,292.821,214.008,0.798,0.845,0.861,0.822,0.835,0.853,0,0,0,0
0.835,3890,3890,3890,3890,432.199,347.124,429.007,349.021,428.439,349.311,428.316,349.364,0.87,0.861,0.774,0.865,0.835,0.817,0,0,0,0
0.835,2362,2362,2362,2362,261.217,412.052,262.962,411.213,260.949,414.741,255.513,414.323,0.813,0.854,0.839,0.833,0.835,0.846,0,0,0,0
0.834,3137,3137,3137,3137,21.576,429.671,22.065,429.791,22.065,429.791,22.055,429.828,0.768,0.858,0.876,0.813,0.834,0.867,0,0,0,0
0.834,5024,5024,5024,5024,30.455,193.9,35.156,196.074,35.557,195.99,38.592,192.957,0.92,0.813,0.768,0.867,0.834,0.79,0,0,0,0
0.834,856,856,856,856,78.515,412.873,78.515,412.873,76.477,413.893,76.661,414.06,0.827,0.815,0.86,0.821,0.834,0.837,0,0,0,0
0.834,4108,4108,4108,4108,407.19,349.909,406.218,349.598,407.118,348.794,406.693,348.989,0.838,0.77,0.895,0.804,0.834,0.832,0,0,0,0
0.834,3441,3441,3441,3441,377.522,199.818,374.49,200.796,378.142,199.146,379.063,197.616,0.829,0.867,0.805,0.848,0.834,0.836,0,0,0,0
0.834,4482,4482,4482,4482,348.12,270.896,358.632,266.353,347.375,269.278,345.364,267.973,0.902,0.876,0.725,0.889,0.834,0.801,0,0,0,0
0.834,661,661,661,661,322.138,372.924,321.719,380.588,316.822,381.141,315.594,380.772,0.876,0.79,0.835,0.833,0.834,0.813,0,0,0,0
0.834,5939,5939,5939,5939,425.302,79.975,419.873,79.421,416.212,80.219,416.486,80.488,0.82,0.831,0.851,0.825,0.834,0.841,0,0,0,0
0.833,5157,5157,5157,5157,418.543,214.281,411.691,215.901,409.625,213.776,407.396,214.823,0.842,0.799,0.857,0.821,0.833,0.828,0,0,0,0
0.833,2791,2791,2791,2791,104.831,185.884,104.064,179.197,103.238,169.484,101.617,173.307,0.831,0.817,0.852,0.824,0.833,0.834,0,0,0,0
0.833,3260,3260,3260,3260,326.544,407.284,326.913,404.644,325.709,402.044,325.323,401.518,0.817,0.775,0.907,0.796,0.833,0.841,0,0,0,0
0.833,2886,2886,2886,2886,256.782,92.697,259.109,93.72,262.063,89.284,253.497,79.124,0.922,0.831,0.745,0.877,0.833,0.788,0,0,0,0
0.833,3625,3625,3625,3625,17.238,25.084,17.238,25.084,17.24,25.097,17.252,25.174,0.92,0.766,0.815,0.843,0.833,0.79,0,0,0,0
0.833,1817,1817,1817,1817,290.352,263.865,294.009,255.761,289.602,259.32,288.098,261.203,0.779,0.823,0.896,0.801,0.833,0.86,0,0,0,0
0.833,3783,3783,3783,3783,475.914,404.206,475.914,404.206,475.914,404.206,475.914,404.206,0.798,0.795,0.905,0.796,0.833,0.85,0,0,0,0
0.833,1689,1689,1689,1689,299.566,440.368,299.991,438.774,299.954,437.965,299.906,438.048,0.824,0.867,0.808,0.846,0.833,0.838,0,0,0,0
0.833,5379,5379,5379,5379,384.868,280.788,385.507,282.23,380.23,281.309,381.338,283.646,0.878,0.921,0.699,0.9,0.833,0.81,2,2,2,2
0.833,5575,5575,5575,5575,164.523,476.61,159.358,481.752,156.921,481.45,156.982,480.701,0.849,0.805,0.846,0.827,0.833,0.825,0,0,0,0
0.833,1446,1446,1446,1446,457.666,314.117,460.282,313.411,460.442,313.167,460.442,313.167,0.855,0.787,0.858,0.821,0.833,0.822,0,0,0,0
0.833,2162,2162,2162,2162,53.334,417.812,52.678,430.266,52.219,430.563,52.393,434.21,0.812,0.851,0.835,0.831,0.833,0.843,0,0,0,0
0.833,3892,3892,3892,3892,464.574,229.981,464.671,224.881,467.694,227.173,467.694,227.173,0.843,0.811,0.843,0.827,0.833,0.827,0,0,0,0
0.832,4054,4054,4054,4054,430.779,326.095,434.961,325.216,437.229,327.961,437.437,327.897,0.947,0.782,0.767,0.865,0.832,0.775,0,0,0,0
0.832,420,420,420,420,448.695,404.857,448.695,404.857,448.695,404.857,448.695,404.857,0.878,0.81,0.808,0.844,0.832,0.809,1,1,1,1
0.832,3897,3897,3897,3897,247.283,21.689,247.283,21.689,247.283,21.689,246.0,17.637,0.916,0.755,0.825,0.835,0.832,0.79,1,1,1,1
0.832,3338,3338,3338,3338,390.996,422.546,389.986,420.931,389.841,420.741,389.841,420.741,0.845,0.845,0.806,0.845,0.832,0.826,0,0,0,0
0.832,1305,1305,1305,1305,124.552,21.671,121.746,19.986,117.476,13.395,115.579,13.67,0.894,0.732,0.871,0.813,0.832,0.802,0,0,0,0
0.832,5020,5020,5020,5020,421.103,428.66,420.17,428.035,420.17,428.035,420.17,428.035,0.867,0.854,0.774,0.861,0.832,0.814,0,0,0,0
0.831,5666,5666,5666,5666,290.5,369.008,292.87,368.413,293.291,367.003,285.146,366.471,0.872,0.754,0.866,0.813,0.831,0.81,0,0,0,0
0.831,418,418,418,418,273.608,292.554,271.6,286.79,267.567,283.371,270.058,273.477,0.74,0.906,0.847,0.823,0.831,0.877,0,0,0,0
0.831,4357,4357,4357,4357,265.112,364.788,271.208,368.821,277.863,372.72,272.471,363.879,0.88,0.862,0.752,0.871,0.831,0.807,0,0,0,0
0.831,5154,5154,5154,5154,477.776,205.157,481.751,203.698,485.18,206.585,485.18,206.585,0.886,0.759,0.848,0.823,0.831,0.804,0,0,0,0
0.831,4456,4456,4456,4456,149.56,105.576,154.455,101.433,149.763,103.595,143.355,105.11,0.842,0.825,0.827,0.833,0.831,0.826,2,2,2,2
0.831,2872,2872,2872,2872,272.906,474.567,273.247,473.757,273.247,473.757,273.247,473.757,0.816,0.788,0.888,0.802,0.831,0.838,0,0,0,0
0.831,5193,5193,5193,5193,454.144,318.716,455.127,316.069,455.229,315.71,455.229,315.71,0.749,0.928,0.817,0.839,0.831,0.872,2,2,2,2
0.831,5371,5371,5371,5371,349.542,473.053,349.235,471.913,349.235,471.913,349.235,471.913,0.873,0.887,0.734,0.88,0.831,0.811,0,0,0,0
0.831,3487,3487,3487,3487,125.817,123.385,120.001,126.024,118.354,116.648,104.418,118.147,0.851,0.809,0.832,0.83,0.831,0.821,0,0,0,0
0.831,5831,5831,5831,5831,317.999,14.087,318.663,14.216,318.767,14.715,318.849,15.234,0.836,0.816,0.841,0.826,0.831,0.829,1,1,1,1
0.831,5935,5935,5935,5935,328.889,258.049,324.416,258.254,318.552,254.864,310.887,252.788,0.856,0.783,0.854,0.82,0.831,0.819,0,0,0,0
0.831,5862,5862,5862,5862,91.494,62.427,86.06,57.386,84.083,58.429,83.569,59.6,0.846,0.786,0.862,0.816,0.831,0.824,0,0,0,0
0.83,4912,4912,4912,4912,318.306,465.785,318.287,464.175,318.268,464.046,318.268,464.046,0.871,0.813,0.807,0.842,0.83,0.81,0,0,0,0
0.83,4363,4363,4363,4363,65.069,416.387,67.408,415.392,66.434,419.171,67.639,421.326,0.885,0.795,0.809,0.84,0.83,0.802,1,1,1,1
0.83,5808,5808,5808,5808,223.26,215.759,218.794,220.719,232.672,230.102,230.41,228.055,0.857,0.817,0.817,0.837,0.83,0.817,0,0,0,0
0.83,2174,2174,2174,2174,360.391,55.169,361.783,58.93,361.874,57.658,362.655,51.926,0.808,0.817,0.865,0.813,0.83,0.841,0,0,0,0
0.83,5987,5987,5987,5987,420.854,257.972,418.671,260.709,418.672,260.709,422.689,260.978,0.846,0.844,0.8,0.845,0.83,0.822,0,0,0,0
0.83,3926,3926,3926,3926,447.976,309.287,453.131,307.21,452.583,306.903,452.583,306.903,0.883,0.698,0.91,0.79,0.83,0.804,0,0,0,0
0.83,3856,3856,3856,3856,311.158,471.28,311.282,469.71,311.28,469.69,311.28,469.69,0.831,0.861,0.797,0.846,0.83,0.829,0,0,0,0
0.83,5962,5962,5962,5962,243.731,242.969,266.435,251.847,269.785,254.675,267.034,266.907,0.749,0.898,0.842,0.823,0.83,0.87,0,0,0,0
0.83,2393,2393,2393,2393,486.543,316.446,486.889,317.639,486.975,317.794,486.975,317.794,0.858,0.808,0.824,0.833,0.83,0.816,0,0,0,0
0.83,3621,3621,3621,3621,396.483,362.295,394.795,362.302,393.375,361.327,396.101,361.627,0.887,0.878,0.723,0.883,0.83,0.801,0,0,0,0
0.83,5349,5349,5349,5349,200.233,295.555,194.114,301.021,191.387,292.327,185.912,288.949,0.807,0.809,0.874,0.808,0.83,0.842,0,0,0,0
0.83,4887,4887,4887,4887,365.634,171.645,371.518,174.205,373.966,184.68,369.412,201.118,0.936,0.845,0.707,0.891,0.83,0.776,0,0,0,0
0.83,5318,5318,5318,5318,24.636,193.428,31.11,191.723,31.409,191.556,36.069,187.734,0.872,0.883,0.736,0.877,0.83,0.809,0,0,0,0
0.83,3714,3714,3714,3714,370.596,231.352,369.294,227.666,373.103,221.645,369.619,233.604,0.871,0.828,0.792,0.849,0.83,0.81,0,0,0,0
0.829,4692,4692,4692,4692,279.504,275.936,282.853,275.948,280.958,274.114,280.957,275.439,0.911,0.699,0.877,0.805,0.829,0.788,0,0,0,0
0.829,4685,4685,4685,4685,272.766,369.652,278.116,367.702,277.116,354.025,273.439,354.342,0.861,0.761,0.864,0.811,0.829,0.812,0,0,0,0
0.829,3446,3446,3446,3446,439.272,424.794,439.272,424.794,439.272,424.794,439.272,424.794,0.8,0.844,0.843,0.822,0.829,0.844,0,0,0,0
0.829,4125,4125,4125,4125,224.969,106.204,221.958,102.118,226.487,87.876,224.174,84.605,0.908,0.728,0.852,0.818,0.829,0.79,0,0,0,0
0.829,2471,2471,2471,2471,121.976,231.899,99.46,238.406,106.145,239.77,113.232,247.923,0.785,0.888,0.815,0.836,0.829,0.851,0,0,0,0
0.829,2200,2200,2200,2200,96.345,115.249,101.582,118.173,94.644,114.331,86.577,109.341,0.884,0.861,0.742,0.873,0.829,0.802,0,0,0,0
0.829,3489,3489,3489,3489,392.772,390.117,391.169,389.584,390.572,389.279,392.184,390.188,0.841,0.791,0.855,0.816,0.829,0.823,0,0,0,0
0.828,1128,1128,1128,1128,399.935,465.789,399.82,465.663,399.82,465.663,399.82,465.663,0.803,0.92,0.761,0.861,0.828,0.84,0,0,0,0
0.828,4662,4662,4662,4662,60.34,442.286,66.281,446.449,66.128,446.618,67.711,450.807,0.832,0.821,0.831,0.827,0.828,0.826,0,0,0,0
0.828,3919,3919,3919,3919,426.751,321.921,429.572,323.073,433.942,321.232,434.183,320.506,0.861,0.789,0.833,0.825,0.828,0.811,0,0,0,0
0.828,4344,4344,4344,4344,276.429,434.817,276.348,434.998,274.448,437.543,273.222,437.7,0.797,0.827,0.861,0.812,0.828,0.844,1,1,1,1
0.828,4303,4303,4303,4303,49.177,159.345,44.637,158.762,49.12,153.716,47.33,162.231,0.864,0.819,0.8,0.842,0.828,0.81,0,0,0,0
0.828,3133,3133,3133,3133,460.578,429.763,460.578,429.763,460.578,429.763,460.578,429.763,0.888,0.812,0.785,0.85,0.828,0.798,0,0,0,0
0.828,377,377,377,377,351.479,81.633,351.292,82.983,338.924,89.984,332.531,89.563,0.975,0.807,0.702,0.891,0.828,0.755,1,1,1,1
0.828,5646,5646,5646,5646,60.149,111.678,54.363,117.224,58.854,121.675,55.066,115.201,0.806,0.802,0.877,0.804,0.828,0.839,0,0,0,0
0.827,1399,1399,1399,1399,37.187,363.061,38.076,363.972,36.62,362.8,36.479,362.715,0.741,0.891,0.847,0.816,0.827,0.869,0,0,0,0
0.827,2900,2900,2900,2900,19.8,46.323,19.8,46.323,19.8,46.323,19.8,46.323,0.894,0.797,0.789,0.846,0.827,0.793,0,0,0,0
0.827,233,233,233,233,472.169,289.782,471.483,288.425,471.571,288.263,471.571,288.263,0.781,0.817,0.882,0.799,0.827,0.85,3,3,3,3
0.827,4688,4688,4688,4688,15.183,15.807,15.183,15.807,15.183,15.807,15.183,15.807,0.806,0.855,0.819,0.831,0.827,0.837,0,0,0,0
0.827,4927,4927,4927,4927,342.143,336.222,340.242,339.418,347.49,334.976,340.883,334.719,0.933,0.779,0.769,0.856,0.827,0.774,0,0,0,0
0.826,3531,3531,3531,3531,463.878,204.3,463.463,196.422,467.411,191.923,467.271,192.16,0.779,0.855,0.843,0.817,0.826,0.849,0,0,0,0
0.826,4424,4424,4424,4424,337.753,112.102,337.468,116.884,346.946,107.803,339.823,105.984,0.874,0.803,0.8,0.839,0.826,0.802,0,0,0,0
0.826,5452,5452,5452,5452,427.914,168.957,429.616,168.595,431.13,167.656,438.056,163.778,0.781,0.818,0.878,0.8,0.826,0.848,0,0,0,0
0.826,2772,2772,2772,2772,56.292,384.086,55.568,384.822,51.837,386.562,50.859,388.338,0.741,0.807,0.929,0.774,0.826,0.868,0,0,0,0
0.826,3032,3032,3032,3032,346.606,38.969,346.933,40.949,345.775,40.932,342.028,39.595,0.964,0.787,0.728,0.876,0.826,0.758,0,0,0,0
0.825,3981,3981,3981,3981,479.174,112.432,479.934,115.094,479.222,115.355,479.222,115.355,0.826,0.821,0.828,0.823,0.825,0.824,0,0,0,0
0.825,5734,5734,5734,5734,28.022,485.463,28.022,485.463,28.022,485.463,28.022,485.463,0.892,0.801,0.782,0.847,0.825,0.791,0,0,0,0
0.825,4903,4903,4903,4903,434.449,212.09,430.736,208.266,425.22,202.535,425.447,207.481,0.781,0.836,0.858,0.808,0.825,0.847,0,0,0,0
0.825,5639,5639,5639,5639,274.549,423.568,274.854,423.826,276.751,423.31,280.35,423.9,0.921,0.715,0.838,0.818,0.825,0.776,0,0,0,0
0.825,4462,4462,4462,4462,23.901,453.186,23.743,453.381,22.188,458.246,20.739,458.668,0.94,0.725,0.809,0.832,0.825,0.767,0,0,0,0
0.825,257,257,257,257,270.975,73.238,271.7,74.31,268.154,72.142,265.378,71.242,0.856,0.901,0.719,0.879,0.825,0.81,0,0,0,0
0.825,2670,2670,2670,2670,468.22,377.977,468.22,377.977,468.282,378.468,468.286,378.505,0.964,0.806,0.705,0.885,0.825,0.755,0,0,0,0
0.825,3097,3097,3097,3097,382.03,271.639,372.557,271.279,367.048,273.95,369.771,282.148,0.806,0.837,0.831,0.822,0.825,0.834,0,0,0,0
0.825,3224,3224,3224,3224,410.42,230.461,409.717,229.813,408.63,230.7,408.658,231.695,0.808,0.787,0.879,0.798,0.825,0.833,0,0,0,0
0.825,4081,4081,4081,4081,188.066,26.182,188.529,26.324,185.899,26.473,177.817,19.076,0.851,0.794,0.829,0.823,0.825,0.812,0,0,0,0
0.824,5802,5802,5802,5802,62.599,478.877,62.783,479.057,62.783,479.057,63.621,479.759,0.818,0.778,0.877,0.798,0.824,0.828,0,0,0,0
0.824,2675,2675,2675,2675,46.812,88.519,38.664,89.391,37.001,82.929,35.286,80.934,0.931,0.743,0.797,0.837,0.824,0.77,0,0,0,0
0.824,2762,2762,2762,2762,437.415,478.557,437.415,478.557,437.415,478.557,437.415,478.557,0.889,0.806,0.777,0.848,0.824,0.792,0,0,0,0
0.824,4936,4936,4936,4936,425.98,309.153,426.915,317.437,428.602,317.997,428.602,317.997,0.836,0.84,0.798,0.838,0.824,0.819,0,0,0,0
0.824,4824,4824,4824,4824,228.704,478.524,231.364,484.865,231.148,487.848,230.314,488.657,0.915,0.679,0.876,0.797,0.824,0.778,0,0,0,0
0.824,5552,5552,5552,5552,25.741,264.991,24.222,261.436,25.339,259.644,27.652,257.072,0.807,0.848,0.817,0.827,0.824,0.833,0,0,0,0
0.824,3823,3823,3823,3823,404.563,455.809,404.178,455.43,404.178,455.43,404.178,455.43,0.879,0.832,0.761,0.855,0.824,0.796,0,0,0,0
0.824,130,130,130,130,402.73,283.527,402.717,279.976,400.719,277.178,400.355,282.865,0.732,0.874,0.867,0.803,0.824,0.871,1,1,1,1
0.824,2284,2284,2284,2284,332.77,368.853,335.643,371.358,336.623,374.281,336.18,374.666,0.865,0.826,0.78,0.845,0.824,0.803,0,0,0,0
0.824,5022,5022,5022,5022,241.29,408.784,246.011,413.641,245.288,413.457,242.797,406.842,0.853,0.839,0.78,0.846,0.824,0.809,2,2,2,2
0.824,704,704,704,704,340.188,486.011,340.023,485.4,340.023,485.4,340.023,485.4,0.748,0.794,0.93,0.771,0.824,0.862,1,1,1,1
0.824,1276,1276,1276,1276,474.538,305.696,473.091,309.677,473.103,309.689,473.103,309.689,0.816,0.819,0.839,0.817,0.824,0.829,1,1,1,1
0.824,2051,2051,2051,2051,166.098,450.472,161.195,452.137,159.277,450.072,160.249,447.87,0.858,0.798,0.817,0.828,0.824,0.807,0,0,0,0
0.823,5416,5416,5416,5416,18.604,268.272,19.503,264.885,20.7,263.126,23.41,261.027,0.875,0.845,0.749,0.86,0.823,0.797,0,0,0,0
0.823,1090,1090,1090,1090,404.749,203.704,404.749,207.805,396.25,218.662,393.333,219.007,0.914,0.734,0.822,0.824,0.823,0.778,0,0,0,0
0.823,1540,1540,1540,1540,237.501,131.159,242.985,119.832,248.46,118.086,245.159,125.088,0.842,0.797,0.829,0.82,0.823,0.813,0,0,0,0
0.823,2463,2463,2463,2463,174.991,395.893,177.203,395.517,177.223,392.799,177.197,389.524,0.829,0.827,0.813,0.828,0.823,0.82,0,0,0,0
0.823,649,649,649,649,27.474,288.485,13.321,289.418,13.186,287.539,14.164,285.601,0.792,0.914,0.762,0.853,0.823,0.838,1,1,1,1
0.823,1117,1117,1117,1117,37.887,209.012,40.338,209.745,40.181,214.0,35.488,214.958,0.844,0.863,0.761,0.854,0.823,0.812,0,0,0,0
0.823,1370,1370,1370,1370,68.754,383.666,67.023,384.746,66.553,384.665,68.048,387.412,0.807,0.911,0.751,0.859,0.823,0.831,0,0,0,0
0.823,2159,2159,2159,2159,211.504,361.259,205.237,354.622,203.285,351.388,194.629,354.684,0.809,0.835,0.825,0.822,0.823,0.83,0,0,0,0
0.823,1892,1892,1892,1892,50.713,52.243,47.736,53.284,49.288,51.411,49.28,51.412,0.813,0.84,0.815,0.827,0.823,0.827,0,0,0,0
0.823,1811,1811,1811,1811,317.912,206.512,329.734,206.057,329.987,198.605,324.269,195.024,0.755,0.842,0.873,0.799,0.823,0.857,0,0,0,0
0.822,4798,4798,4798,4798,83.194,28.902,77.354,25.275,73.248,27.866,73.484,27.791,0.798,0.851,0.818,0.824,0.822,0.835,0,0,0,0
0.822,185,185,185,185,305.008,489.442,305.113,488.942,305.113,488.942,305.113,488.942,0.713,0.884,0.868,0.799,0.822,0.876,1,1,1,1
0.822,4568,4568,4568,4568,236.487,482.918,236.443,482.065,240.137,482.998,240.822,483.348,0.765,0.801,0.901,0.783,0.822,0.851,0,0,0,0
0.822,3182,3182,3182,3182,348.554,294.64,356.856,287.058,352.194,286.548,361.986,287.051,0.828,0.804,0.834,0.816,0.822,0.819,0,0,0,0
0.822,5144,5144,5144,5144,335.697,398.316,339.5,396.112,342.839,396.702,344.626,397.53,0.863,0.738,0.865,0.801,0.822,0.802,0,0,0,0
0.822,1274,1274,1274,1274,429.966,248.692,430.167,248.464,429.79,248.83,429.526,247.742,0.891,0.748,0.828,0.819,0.822,0.788,0,0,0,0
0.822,4229,4229,4229,4229,443.338,415.635,443.338,415.635,443.338,415.635,443.338,415.635,0.85,0.839,0.777,0.844,0.822,0.808,0,0,0,0
0.821,5880,5880,5880,5880,95.822,318.598,102.188,315.393,103.429,305.837,117.292,306.802,0.863,0.842,0.757,0.852,0.821,0.8,0,0,0,0
0.821,1581,1581,1581,1581,202.055,472.456,200.427,473.496,203.088,474.829,202.979,473.385,0.84,0.732,0.891,0.786,0.821,0.812,0,0,0,0
0.821,2399,2399,2399,2399,444.322,367.663,443.657,367.601,443.657,367.601,443.657,367.601,0.815,0.84,0.809,0.828,0.821,0.825,0,0,0,0
0.821,1037,1037,1037,1037,375.081,148.867,371.696,145.072,369.824,146.327,371.452,144.513,0.775,0.865,0.822,0.82,0.821,0.844,1,1,1,1
0.821,5663,5663,5663,5663,465.312,295.886,468.703,293.516,468.81,293.364,468.81,293.364,0.849,0.809,0.806,0.829,0.821,0.807,0,0,0,0
0.821,4558,4558,4558,4558,408.52,121.797,402.196,119.906,408.316,111.673,403.38,101.134,0.887,0.82,0.754,0.854,0.821,0.787,0,0,0,0
0.821,520,520,520,520,235.789,16.696,235.789,16.696,235.789,16.696,237.409,19.873,0.888,0.818,0.757,0.853,0.821,0.787,0,0,0,0
0.821,4581,4581,4581,4581,300.79,453.338,301.137,451.648,302.2,452.523,303.616,453.976,0.82,0.874,0.769,0.847,0.821,0.821,1,1,1,1
0.821,4,4,4,4,482.194,469.915,482.194,469.915,482.194,469.915,482.194,469.915,0.807,0.797,0.86,0.802,0.821,0.828,0,0,0,0
0.821,3519,3519,3519,3519,218.197,309.273,222.312,315.304,227.913,320.206,228.83,322.886,0.79,0.789,0.883,0.789,0.821,0.836,0,0,0,0
0.821,1494,1494,1494,1494,462.494,378.897,462.494,378.897,462.494,378.897,462.494,378.897,0.852,0.745,0.865,0.798,0.821,0.805,0,0,0,0
0.82,4179,4179,4179,4179,345.305,416.954,345.487,416.134,345.174,415.892,345.174,415.892,0.857,0.778,0.826,0.817,0.82,0.802,0,0,0,0
0.82,3396,3396,3396,3396,86.571,433.626,86.628,433.775,86.837,434.152,89.119,434.485,0.804,0.802,0.853,0.803,0.82,0.828,0,0,0,0
0.82,3063,3063,3063,3063,82.314,210.713,74.265,200.265,64.619,198.921,67.831,201.471,0.887,0.867,0.706,0.877,0.82,0.787,0,0,0,0
0.82,2630,2630,2630,2630,409.537,402.593,407.871,401.961,407.782,401.916,407.782,401.916,0.829,0.772,0.859,0.801,0.82,0.816,0,0,0,0
0.82,3653,3653,3653,3653,416.687,376.745,415.053,376.517,414.879,376.472,414.879,376.472,0.801,0.815,0.844,0.808,0.82,0.829,0,0,0,0
0.82,948,948,948,948,430.187,467.526,430.187,467.526,430.187,467.526,430.187,467.526,0.839,0.803,0.818,0.821,0.82,0.81,0,0,0,0
0.82,521,521,521,521,241.644,206.264,247.316,189.994,256.196,193.458,254.877,191.929,0.728,0.8,0.931,0.764,0.82,0.865,0,0,0,0
